ax,ay,az,gx,gy,gz
0.97118,0.01557,10.31894,-0.02372,0.00013,-0.02811
0.95921,0.01317,10.33092,-0.02385,0.0,-0.02798
0.98316,0.00838,10.32493,-0.02411,0.00013,-0.02798
1.00112,0.01557,10.32253,-0.02411,0.00107,-0.02771
0.98795,0.02395,10.32373,-0.02372,0.00147,-0.02785
0.97717,0.03832,10.31655,-0.02318,0.00133,-0.02785
0.97358,0.02156,10.30218,-0.02345,0.0008,-0.02851
0.96879,0.03832,10.31415,-0.02358,0.00147,-0.02825
0.98435,0.02635,10.31774,-0.02398,0.0004,-0.02798
1.00232,0.02156,10.30098,-0.02345,0.00067,-0.02825
0.99154,0.00719,10.28182,-0.02398,0.00173,-0.02691
0.96879,0.01557,10.29379,-0.02372,0.00093,-0.02771
0.95801,0.01317,10.32613,-0.02358,0.00133,-0.02811
0.95921,0.03473,10.2926,-0.02332,0.0008,-0.02758
0.97597,0.02994,10.30697,-0.02345,0.00173,-0.02745
0.99274,0.01916,10.27583,-0.02332,0.0008,-0.02745
0.98196,0.02395,10.31535,-0.02358,0.0004,-0.02745
0.98316,0.02754,10.32134,-0.02332,0.0016,-0.02811
0.95442,0.02635,10.32373,-0.02305,0.00027,-0.02851
0.95801,0.02036,10.31056,-0.02305,-0.00027,-0.02931
0.97358,0.01437,10.2926,-0.02278,0.00053,-0.02904
0.98675,0.02874,10.31415,-0.02332,0.00013,-0.02851
1.0095,0.02156,10.30577,-0.02318,-0.0004,-0.02785
0.99513,0.03233,10.30697,-0.02398,0.00013,-0.02785
0.99034,0.03233,10.28661,-0.02345,0.00187,-0.02811
0.97837,0.03952,10.26146,-0.02411,0.00107,-0.02798
0.98555,0.02395,10.28421,-0.02451,0.00067,-0.02758
0.99513,0.02994,10.28421,-0.02438,0.00013,-0.02785
0.98076,0.01437,10.31295,-0.02438,-0.00027,-0.02811
0.98435,0.01557,10.27583,-0.02385,0.00027,-0.02798
0.99034,0.02874,10.27703,-0.02345,0.00093,-0.02745
0.97837,0.02036,10.2926,-0.02318,0.00027,-0.02811
0.9616,0.02874,10.30936,-0.02358,0.00133,-0.02798
0.97597,0.01317,10.30697,-0.02385,0.00147,-0.02771
0.97118,0.01317,10.32373,-0.02385,0.00147,-0.02798
0.97956,0.00359,10.3381,-0.02292,0.0012,-0.02878
0.96759,0.01317,10.32732,-0.02265,0.00213,-0.02891
0.97118,0.01078,10.29499,-0.02345,0.00173,-0.02891
0.95442,0.02635,10.2926,-0.02372,0.00187,-0.02931
0.964,0.03353,10.30098,-0.02332,0.0012,-0.02811
0.98914,0.03473,10.28421,-0.02385,0.00173,-0.02798
0.97956,0.01078,10.2926,-0.02398,0.00133,-0.02798
0.98795,0.01557,10.31176,-0.02345,0.00133,-0.02825
0.98795,0.01796,10.2902,-0.02345,0.00253,-0.02825
0.98076,0.03233,10.30936,-0.02332,0.0024,-0.02758
0.97717,0.03473,10.29978,-0.02345,0.00147,-0.02811
0.97358,0.00838,10.32972,-0.02398,0.0004,-0.02851
0.97118,0.02754,10.31894,-0.02385,0.00053,-0.02785
0.98316,0.00599,10.30697,-0.02385,0.00067,-0.02838
0.98795,0.02036,10.289,-0.02345,0.00173,-0.02811
0.98076,0.02156,10.31056,-0.02305,0.00226,-0.02785
0.98914,0.02395,10.32972,-0.02305,0.0016,-0.02811
0.99034,0.01198,10.30697,-0.02385,0.0008,-0.02838
0.98435,0.02754,10.31894,-0.02398,0.00053,-0.02771
0.98435,0.01916,10.29499,-0.02372,0.0004,-0.02785
0.99393,0.02395,10.30457,-0.02345,0.0016,-0.02785
0.98435,0.02275,10.31295,-0.02305,0.00173,-0.02731
0.97597,0.03353,10.28062,-0.02345,0.002,-0.02838
0.95921,0.03114,10.28781,-0.02358,0.0012,-0.02785
0.97118,0.04551,10.30577,-0.02385,0.00067,-0.02771
0.97717,0.02994,10.2926,-0.02411,0.0004,-0.02811
0.97238,0.00599,10.30098,-0.02345,0.00013,-0.02785
0.98076,0.01916,10.27942,-0.02318,0.00093,-0.02838
0.98316,0.02036,10.26984,-0.02318,0.0012,-0.02825
0.96519,0.02515,10.30098,-0.02372,0.00067,-0.02771
0.97597,0.00958,10.31655,-0.02318,0.0004,-0.02798
0.99513,0.01078,10.32613,-0.02358,0.00107,-0.02904
0.98795,0.03353,10.32134,-0.02385,0.00107,-0.02785
0.97837,0.03832,10.32373,-0.02425,0.00147,-0.02825
0.96639,0.02874,10.30577,-0.02372,0.00107,-0.02838
0.97358,0.01916,10.29619,-0.02358,0.00133,-0.02798
0.98076,0.03473,10.29619,-0.02345,0.0012,-0.02798
0.98076,0.00958,10.30577,-0.02358,0.00067,-0.02838
0.99274,-0.00479,10.30457,-0.02358,0.00093,-0.02785
0.99513,0.00359,10.2902,-0.02372,0.00187,-0.02825
0.98196,0.01677,10.30697,-0.02385,0.00147,-0.02851
0.98555,0.01916,10.31774,-0.02318,0.0016,-0.02838
0.97597,0.03593,10.29978,-0.02358,0.00173,-0.02825
0.98675,0.03593,10.28541,-0.02358,0.00027,-0.02864
0.99154,0.02275,10.30936,-0.02345,0.00173,-0.02825
0.97358,0.04191,10.31415,-0.02358,0.00133,-0.02785
0.96998,0.02754,10.32134,-0.02332,0.0004,-0.02851
0.96639,0.02635,10.28421,-0.02358,0.00013,-0.02798
0.99154,0.03114,10.289,-0.02385,0.00093,-0.02798
1.02028,0.0012,10.30457,-0.02318,0.00053,-0.02785
0.99633,0.03353,10.30816,-0.02372,0.00147,-0.02718
0.97358,0.03832,10.28062,-0.02411,0.00173,-0.02785
0.97956,0.04311,10.2914,-0.02411,0.00213,-0.02811
0.99034,0.01557,10.31056,-0.02398,0.0012,-0.02825
0.97477,0.00719,10.30816,-0.02411,0.00107,-0.02838
0.98795,0.01677,10.29619,-0.02358,0.00093,-0.02811
0.98675,0.02275,10.31176,-0.02385,0.00067,-0.02838
0.99274,0.01557,10.30218,-0.02438,0.00187,-0.02758
0.97837,0.02874,10.30697,-0.02372,0.0028,-0.02718
0.98196,0.00719,10.33331,-0.02358,0.00213,-0.02785
0.98555,0.01317,10.32493,-0.02345,0.0012,-0.02838
0.97597,0.00958,10.30577,-0.02358,0.00093,-0.02838
0.99154,0.01078,10.2902,-0.02372,0.00093,-0.02811
0.98196,0.03114,10.30337,-0.02358,0.0004,-0.02811
0.97477,0.03593,10.27463,-0.02345,0.0008,-0.02758
0.97837,0.02275,10.29499,-0.02345,0.0012,-0.02771
0.98196,0.01437,10.2926,-0.02425,0.00213,-0.02771
0.96879,0.00479,10.29858,-0.02425,0.00173,-0.02758
0.99274,0.01557,10.30816,-0.02358,0.00147,-0.02811
0.99034,0.02635,10.31655,-0.02358,0.00093,-0.02864
0.97477,0.03233,10.2914,-0.02385,0.00133,-0.02785
0.97358,0.01677,10.31295,-0.02332,0.00067,-0.02825
0.9604,0.02515,10.31295,-0.02385,0.00107,-0.02838
0.97956,0.03712,10.31415,-0.02398,0.00133,-0.02731
0.97358,0.01437,10.30457,-0.02385,0.0008,-0.02785
0.96879,0.01557,10.31535,-0.02385,0.0,-0.02838
0.97956,0.02275,10.28541,-0.02345,0.00067,-0.02798
0.98196,0.02874,10.30098,-0.02372,0.0008,-0.02798
1.0095,0.01317,10.29739,-0.02398,0.0016,-0.02785
0.98076,0.01557,10.28781,-0.02372,0.00147,-0.02825
0.95801,0.02635,10.33212,-0.02425,0.0016,-0.02851
0.97956,0.01916,10.32014,-0.02332,0.0008,-0.02864
0.98076,0.03233,10.2926,-0.02318,0.00133,-0.02798
0.98795,0.00719,10.29858,-0.02332,0.0016,-0.02785
0.97597,0.02036,10.32972,-0.02385,0.00013,-0.02785
0.96759,0.02515,10.31894,-0.02398,0.00067,-0.02785
0.99633,0.03712,10.30816,-0.02332,0.00107,-0.02785
0.99393,0.00359,10.32493,-0.02318,0.00187,-0.02758
0.97717,0.02036,10.30457,-0.02292,0.00173,-0.02771
0.98316,0.01437,10.29499,-0.02305,0.0012,-0.02811
0.98196,0.00958,10.29978,-0.02385,0.00107,-0.02864
0.97358,0.02994,10.32613,-0.02358,0.00067,-0.02798
0.97717,0.02395,10.30936,-0.02398,0.00013,-0.02825
0.99274,0.01557,10.31056,-0.02345,0.0004,-0.02811
0.98914,-0.0024,10.32134,-0.02332,0.00013,-0.02838
0.98555,0.01078,10.29739,-0.02332,0.0004,-0.02864
0.9604,0.03353,10.31535,-0.02318,0.00053,-0.02798
0.95322,0.02275,10.29858,-0.02385,0.00107,-0.02785
0.97358,0.02635,10.289,-0.02425,0.0016,-0.02771
0.98316,0.03712,10.31894,-0.02385,0.00107,-0.02771
0.99034,0.02635,10.33331,-0.02372,0.00067,-0.02798
0.99154,0.00838,10.33331,-0.02385,0.00067,-0.02771
0.99393,0.00958,10.34409,-0.02318,0.00133,-0.02811
0.98435,0.03832,10.32373,-0.02332,0.00213,-0.02785
0.95681,0.01078,10.30936,-0.02398,0.00226,-0.02745
0.98316,0.00479,10.30577,-0.02345,0.00173,-0.02798
0.99393,0.02036,10.28421,-0.02411,0.0016,-0.02771
0.98795,0.01557,10.27823,-0.02411,0.0012,-0.02785
0.97956,0.02994,10.30218,-0.02438,0.00173,-0.02864
0.96759,0.03114,10.28421,-0.02372,0.0028,-0.02891
0.9616,0.01557,10.28661,-0.02305,0.00213,-0.02851
0.97238,0.01557,10.31535,-0.02345,0.00107,-0.02838
0.98435,0.00599,10.289,-0.02398,-0.00013,-0.02785
0.98076,0.01078,10.30457,-0.02411,0.00027,-0.02718
0.98196,0.02994,10.30577,-0.02372,0.00173,-0.02731
0.96519,0.03233,10.32134,-0.02358,0.00147,-0.02811
0.9604,0.02156,10.33331,-0.02358,0.0012,-0.02825
0.9628,0.02874,10.34289,-0.02305,0.0016,-0.02851
0.99154,0.01198,10.34289,-0.02385,0.002,-0.02891
0.97956,0.00359,10.31056,-0.02411,0.002,-0.02931
0.99154,0.01916,10.31056,-0.02385,0.002,-0.02864
0.98914,0.02275,10.30098,-0.02332,0.00187,-0.02811
0.98795,0.02156,10.30098,-0.02318,0.00093,-0.02825
0.95681,0.02754,10.30098,-0.02305,0.00107,-0.02851
0.97597,0.02156,10.31774,-0.02358,0.0008,-0.02825
0.98555,0.00359,10.28062,-0.02451,0.00147,-0.02851
0.97717,0.02515,10.27583,-0.02425,0.0012,-0.02851
0.97956,0.02994,10.30697,-0.02372,0.0012,-0.02825
0.97477,0.01796,10.31176,-0.02398,0.0016,-0.02851
0.95681,0.01557,10.32613,-0.02345,0.0016,-0.02745
0.9616,0.01317,10.2902,-0.02318,0.00053,-0.02825
0.98675,0.02275,10.33571,-0.02332,0.00027,-0.02811
0.97717,0.0479,10.29619,-0.02318,0.00067,-0.02798
0.97238,0.03593,10.29978,-0.02318,0.00133,-0.02785
0.98316,0.05628,10.30337,-0.02385,0.00173,-0.02785
0.98076,0.03832,10.31056,-0.02372,0.0012,-0.02785
0.97118,0.02036,10.30577,-0.02398,0.0004,-0.02811
0.98914,0.00359,10.31655,-0.02385,0.00093,-0.02825
0.99633,0.01437,10.30098,-0.02411,0.0016,-0.02771
0.97837,0.01078,10.28062,-0.02292,0.0016,-0.02771
0.97358,0.01078,10.29858,-0.02332,0.0016,-0.02811
0.96759,0.03233,10.30936,-0.02345,0.00173,-0.02838
0.97477,0.02395,10.30816,-0.02318,0.0016,-0.02864
0.97238,0.02754,10.31535,-0.02345,0.0016,-0.02851
0.99992,0.02994,10.32613,-0.02345,0.00067,-0.02838
0.98675,0.01916,10.32732,-0.02411,0.00187,-0.02811
0.98316,0.03593,10.29619,-0.02385,0.00173,-0.02838
0.97956,0.01796,10.31535,-0.02345,0.00173,-0.02798
0.97118,0.01677,10.31295,-0.02372,0.00147,-0.02771
0.97238,0.03114,10.27463,-0.02385,0.00147,-0.02798
0.99513,0.02994,10.30218,-0.02398,0.0008,-0.02838
1.00471,0.03712,10.26745,-0.02372,0.00133,-0.02758
0.99513,0.02874,10.30098,-0.02372,0.0016,-0.02745
0.98795,0.01557,10.289,-0.02345,0.0016,-0.02771
0.97118,0.03233,10.29619,-0.02318,0.0012,-0.02745
0.98795,0.02395,10.30218,-0.02345,0.00173,-0.02745
0.96519,0.01078,10.31535,-0.02345,0.0008,-0.02771
0.99513,0.01677,10.289,-0.02305,0.00053,-0.02825
0.97956,0.03353,10.3393,-0.02345,0.0012,-0.02851
0.96639,0.01677,10.31295,-0.02345,0.00133,-0.02771
0.96998,0.03114,10.33571,-0.02305,0.00147,-0.02825
0.97238,0.02395,10.30457,-0.02358,0.00173,-0.02758
0.95921,0.01796,10.31415,-0.02358,0.00253,-0.02705
0.97837,0.02036,10.30218,-0.02345,0.00173,-0.02785
0.98316,0.02635,10.2926,-0.02305,0.0016,-0.02785
1.00232,0.00479,10.32134,-0.02292,0.00133,-0.02825
0.99513,0.01198,10.32014,-0.02332,0.00173,-0.02891
0.97837,0.02874,10.31535,-0.02318,0.0012,-0.02904
0.97358,0.03952,10.2926,-0.02385,0.00173,-0.02864
0.96998,0.01557,10.30816,-0.02398,0.00093,-0.02825
0.98675,0.02515,10.28781,-0.02411,0.0,-0.02811
0.98795,0.01916,10.289,-0.02425,0.00027,-0.02785
0.99513,0.00599,10.27942,-0.02372,0.00093,-0.02811
0.97837,0.0012,10.29739,-0.02425,0.00107,-0.02745
0.97358,0.02275,10.2926,-0.02398,0.0012,-0.02745
0.97238,0.01796,10.32253,-0.02332,0.0008,-0.02758
0.9628,0.01796,10.30337,-0.02345,0.00133,-0.02851
0.95082,0.02156,10.30457,-0.02372,0.0016,-0.02864
0.97837,0.03233,10.32373,-0.02305,0.00093,-0.02798
0.99513,0.02754,10.30337,-0.02292,0.00133,-0.02798
0.98795,0.03233,10.30337,-0.02345,0.00133,-0.02771
0.98196,0.01078,10.3381,-0.02398,0.00133,-0.02758
0.98316,0.01916,10.30577,-0.02385,0.00187,-0.02798
0.97358,0.02036,10.32732,-0.02345,0.0016,-0.02771
0.97717,0.01677,10.31774,-0.02345,0.00107,-0.02785
0.99034,0.02874,10.32373,-0.02398,0.00173,-0.02798
0.98196,0.03233,10.31894,-0.02385,0.00107,-0.02811
0.98076,0.01317,10.30457,-0.02358,0.00107,-0.02851
0.97956,0.00958,10.30457,-0.02372,0.00147,-0.02851
0.98795,0.03712,10.28781,-0.02345,0.00107,-0.02771
0.98435,0.04431,10.30816,-0.02345,0.00053,-0.02825
0.99034,0.03353,10.30337,-0.02358,0.00053,-0.02864
0.97238,0.02874,10.30337,-0.02425,0.00093,-0.02785
0.97597,0.04191,10.31894,-0.02398,0.002,-0.02771
0.99513,0.02156,10.31655,-0.02372,0.0016,-0.02771
0.99034,0.02754,10.2926,-0.02372,0.00133,-0.02811
0.99992,0.02275,10.27344,-0.02358,0.00147,-0.02825
0.97717,0.01796,10.29499,-0.02345,0.00067,-0.02878
0.99034,0.01437,10.30098,-0.02332,0.00053,-0.02811
0.99034,0.02036,10.28661,-0.02358,0.0012,-0.02718
0.98555,0.02275,10.289,-0.02318,0.00067,-0.02798
0.97956,0.02754,10.29739,-0.02372,0.0004,-0.02811
0.98316,0.03473,10.30697,-0.02398,0.0012,-0.02785
0.99992,0.02515,10.30577,-0.02411,0.0012,-0.02851
0.99154,0.04072,10.29619,-0.02398,0.00093,-0.02798
0.97477,0.03114,10.29379,-0.02332,0.0004,-0.02851
0.97358,0.03353,10.28781,-0.02385,0.0004,-0.02811
0.96998,0.05269,10.28541,-0.02372,0.00067,-0.02864
0.95681,0.03952,10.31894,-0.02398,0.00093,-0.02785
0.96879,0.02036,10.30098,-0.02425,0.00027,-0.02771
0.96879,0.02754,10.29858,-0.02372,0.0004,-0.02785
0.98555,0.03233,10.29978,-0.02292,0.00133,-0.02798
0.96639,0.01437,10.2902,-0.02318,0.00013,-0.02771
0.98435,0.02036,10.2902,-0.02332,0.00067,-0.02785
0.97238,0.02036,10.30697,-0.02385,0.00053,-0.02758
0.98196,0.01796,10.33092,-0.02372,0.0008,-0.02798
0.98316,0.01198,10.34289,-0.02372,0.00067,-0.02785
0.97837,0.02635,10.27344,-0.02358,0.00067,-0.02731
0.97238,0.02275,10.31176,-0.02332,0.0008,-0.02758
0.98076,0.01317,10.2914,-0.02332,0.00053,-0.02811
0.98076,0.00719,10.32134,-0.02358,0.00147,-0.02785
0.96759,0.02275,10.32134,-0.02358,0.00093,-0.02785
0.98435,0.01677,10.30098,-0.02345,0.00027,-0.02798
0.96879,0.01916,10.28062,-0.02398,0.0008,-0.02731
0.9628,0.01796,10.2914,-0.02398,0.00067,-0.02785
0.98076,0.01437,10.2926,-0.02345,0.00067,-0.02785
0.98795,0.04431,10.2926,-0.02332,0.00067,-0.02745
0.98196,0.02395,10.29978,-0.02305,0.0016,-0.02771
0.98675,0.03593,10.34529,-0.02305,0.00147,-0.02718
0.99393,0.01557,10.32732,-0.02372,0.00133,-0.02718
0.98795,0.02036,10.2902,-0.02345,0.0008,-0.02811
0.97956,0.01437,10.31056,-0.02358,0.00093,-0.02798
0.98196,0.02515,10.29858,-0.02345,0.00213,-0.02811
0.9628,0.02395,10.27463,-0.02345,0.00213,-0.02838
0.98675,0.01317,10.30816,-0.02332,0.0008,-0.02825
0.99633,0.02754,10.32014,-0.02345,0.00067,-0.02851
0.98555,0.02754,10.2902,-0.02345,0.00107,-0.02758
0.96519,0.03114,10.31774,-0.02372,0.0012,-0.02798
0.99274,0.03952,10.32493,-0.02332,0.00173,-0.02758
0.98555,0.02994,10.31774,-0.02332,0.0016,-0.02758
0.98196,0.01437,10.30697,-0.02398,0.00147,-0.02838
0.96998,0.01198,10.29619,-0.02411,0.0016,-0.02838
0.99154,0.02156,10.31415,-0.02358,0.00093,-0.02745
0.99992,0.03952,10.35367,-0.02252,0.00147,-0.02798
0.99154,0.03353,10.31056,-0.02305,0.00093,-0.02771
0.98914,0.04311,10.31415,-0.02345,-0.00013,-0.02785
0.97118,0.02515,10.26625,-0.02411,0.00027,-0.02785
0.97717,0.01916,10.2926,-0.02385,0.00067,-0.02771
0.96639,0.02395,10.30098,-0.02385,0.00067,-0.02758
0.97238,0.02275,10.30816,-0.02358,0.00093,-0.02758
0.97118,0.02275,10.29619,-0.02385,0.00053,-0.02758
0.96759,0.01437,10.30337,-0.02385,0.0016,-0.02838
0.99274,0.01916,10.2926,-0.02358,0.0012,-0.02825
0.99992,0.02395,10.2926,-0.02358,0.00133,-0.02851
0.98196,0.02036,10.27942,-0.02358,0.00133,-0.02798
0.97956,0.04311,10.28421,-0.02292,0.00226,-0.02758
0.98196,0.02515,10.29978,-0.02318,0.00107,-0.02705
0.94484,0.04191,10.29379,-0.02385,0.0012,-0.02785
0.95082,0.02874,10.2914,-0.02398,0.00133,-0.02785
0.98076,0.01078,10.30697,-0.02332,0.0004,-0.02785
0.99154,0.02275,10.29978,-0.02345,0.00053,-0.02838
0.98914,0.0,10.29499,-0.02332,0.00093,-0.02838
0.97358,0.01078,10.29379,-0.02345,0.00133,-0.02811
0.97477,0.02515,10.29858,-0.02345,0.00187,-0.02864
0.97597,0.02754,10.31415,-0.02398,0.00187,-0.02838
0.98435,0.03473,10.2926,-0.02398,0.00107,-0.02811
0.97956,0.03952,10.29619,-0.02438,0.00147,-0.02904
0.99034,0.03473,10.30337,-0.02425,0.0016,-0.02811
0.98196,0.03233,10.30577,-0.02372,0.00213,-0.02785
0.95801,0.0479,10.32373,-0.02305,0.00187,-0.02731
0.96759,0.01677,10.30936,-0.02372,0.0016,-0.02745
0.98316,0.02515,10.28661,-0.02385,0.00093,-0.02745
0.98076,0.00958,10.30577,-0.02411,0.0008,-0.02798
0.99633,0.01198,10.30816,-0.02398,0.00093,-0.02758
0.97956,0.02156,10.31415,-0.02398,0.00067,-0.02718
0.97597,0.02874,10.30098,-0.02411,0.0008,-0.02731
0.99513,0.03593,10.32253,-0.02345,0.00107,-0.02691
0.99034,0.02994,10.30457,-0.02398,0.0,-0.02745
0.97717,0.05149,10.2914,-0.02358,0.00053,-0.02758
0.96879,0.03593,10.27823,-0.02358,0.00013,-0.02825
0.98795,0.03832,10.27942,-0.02358,0.0,-0.02811
0.98076,0.02874,10.29499,-0.02345,0.0012,-0.02798
0.97477,0.02036,10.31295,-0.02292,0.0016,-0.02771
0.96519,0.02515,10.32613,-0.02265,0.002,-0.02771
0.98435,0.01437,10.32134,-0.02332,0.00187,-0.02731
0.98795,0.02156,10.28781,-0.02411,0.00067,-0.02798
0.964,0.01437,10.29978,-0.02345,-0.00027,-0.02838
0.98795,0.01916,10.29978,-0.02318,-0.00027,-0.02811
0.964,0.02156,10.2902,-0.02345,0.00027,-0.02745
0.96759,0.04311,10.32972,-0.02385,0.00027,-0.02785
0.98076,0.03114,10.31295,-0.02385,0.00093,-0.02785
0.98196,0.03712,10.32613,-0.02372,0.00067,-0.02878
0.98076,0.01796,10.29379,-0.02411,0.0,-0.02878
0.97837,0.01916,10.28182,-0.02318,0.0008,-0.02838
0.99393,0.00958,10.30936,-0.02345,0.0016,-0.02745
0.99393,0.00599,10.30577,-0.02332,0.00147,-0.02798
0.98196,0.02754,10.2914,-0.02372,0.00173,-0.02825
0.98795,0.02515,10.33212,-0.02372,0.00067,-0.02851
0.97837,0.02994,10.29499,-0.02318,0.00053,-0.02878
0.98316,0.01916,10.2902,-0.02292,0.0012,-0.02825
0.97477,0.01677,10.30577,-0.02318,0.00067,-0.02891
0.96639,0.02395,10.30457,-0.02292,0.00093,-0.02851
0.97956,0.01916,10.30457,-0.02345,0.00053,-0.02745
0.97118,0.02515,10.28302,-0.02358,0.00067,-0.02758
0.97837,0.02036,10.2926,-0.02345,0.00093,-0.02771
0.98435,0.02395,10.26865,-0.02398,0.00147,-0.02811
0.98555,0.03712,10.27942,-0.02372,0.00226,-0.02811
0.97837,0.0491,10.30577,-0.02358,0.00187,-0.02798
0.98555,0.02156,10.26625,-0.02411,0.00093,-0.02771
0.98914,0.02395,10.31415,-0.02398,0.00107,-0.02785
0.98795,0.01557,10.33451,-0.02358,0.0008,-0.02811
1.00591,0.01677,10.32253,-0.02358,0.0,-0.02771
0.99393,0.01437,10.33092,-0.02332,0.00013,-0.02878
0.97837,0.01078,10.32493,-0.02305,0.00107,-0.02838
0.99154,0.02874,10.30577,-0.02305,0.0012,-0.02811
0.98196,0.03353,10.32014,-0.02292,0.00107,-0.02838
0.96759,0.01677,10.33331,-0.02332,0.00067,-0.02825
0.99872,0.01677,10.27463,-0.02411,0.0008,-0.02811
0.98555,0.01916,10.29978,-0.02372,0.00067,-0.02811
0.98076,0.01198,10.28182,-0.02345,0.00053,-0.02758
0.99513,0.01677,10.30098,-0.02332,0.00067,-0.02785
0.9616,0.03593,10.30098,-0.02292,0.00173,-0.02864
0.97956,0.03593,10.31655,-0.02345,0.00173,-0.02785
0.97717,0.02635,10.30936,-0.02332,0.00107,-0.02731
0.99154,0.00838,10.30816,-0.02305,0.00067,-0.02758
0.98316,0.00719,10.29978,-0.02278,0.00027,-0.02745
0.98316,0.0,10.29978,-0.02292,0.0016,-0.02785
0.97717,-0.0024,10.31056,-0.02398,0.00107,-0.02758
0.97477,0.0,10.34289,-0.02372,0.00226,-0.02771
0.97837,0.02036,10.29379,-0.02345,0.00107,-0.02731
0.97956,0.03233,10.289,-0.02372,0.0008,-0.02758
0.98076,0.03952,10.30098,-0.02358,0.00133,-0.02745
0.98196,0.02874,10.30098,-0.02372,0.0016,-0.02851
0.99393,0.0024,10.31535,-0.02411,0.00133,-0.02811
0.99154,0.02275,10.32493,-0.02438,0.00093,-0.02825
0.9616,0.03114,10.32613,-0.02385,0.00053,-0.02891
0.95322,0.02515,10.31535,-0.02385,0.00027,-0.02918
0.9628,0.01677,10.30936,-0.02372,0.0008,-0.02811
0.96998,0.01677,10.31774,-0.02372,0.00053,-0.02745
0.99034,0.01916,10.30577,-0.02358,0.0008,-0.02745
0.98196,0.01796,10.30098,-0.02385,0.00093,-0.02785
0.99753,0.03593,10.31295,-0.02318,0.00133,-0.02785
0.96639,0.01916,10.2914,-0.02305,0.00093,-0.02851
0.98316,0.02874,10.289,-0.02358,0.00093,-0.02838
0.96998,0.02036,10.29858,-0.02398,0.00053,-0.02838
0.98435,0.01557,10.30577,-0.02411,0.00107,-0.02798
0.98435,0.01677,10.32732,-0.02465,0.00133,-0.02745
0.98795,0.01796,10.28781,-0.02398,0.00107,-0.02798
0.95921,0.02395,10.289,-0.02398,0.0016,-0.02771
0.95082,0.0012,10.28062,-0.02372,0.00226,-0.02838
0.9616,0.03593,10.30577,-0.02372,0.00133,-0.02864
0.98914,0.03233,10.28062,-0.02385,0.00013,-0.02785
0.98914,0.00719,10.31295,-0.02385,0.0004,-0.02745
0.98196,0.00599,10.2902,-0.02318,0.0012,-0.02745
0.98675,0.02754,10.26266,-0.02372,0.00147,-0.02825
0.98914,0.02036,10.29858,-0.02411,0.00226,-0.02851
0.98316,0.03952,10.32613,-0.02385,0.00173,-0.02891
0.97837,0.01317,10.32613,-0.02358,0.00213,-0.02891
0.96639,0.02156,10.33571,-0.02385,0.00147,-0.02825
0.97477,0.02275,10.32134,-0.02411,0.00067,-0.02798
0.964,0.01437,10.30098,-0.02372,0.00107,-0.02798
0.98316,0.00838,10.29499,-0.02398,0.00053,-0.02891
0.99274,0.02994,10.30697,-0.02385,0.00147,-0.02864
0.98555,0.01677,10.29379,-0.02398,0.0008,-0.02838
0.97238,0.01796,10.30816,-0.02372,0.00107,-0.02825
0.97358,0.03712,10.27703,-0.02265,0.0012,-0.02838
0.97477,0.02994,10.30697,-0.02305,0.00173,-0.02771
0.97597,0.04072,10.30218,-0.02358,0.0016,-0.02825
0.96998,0.02395,10.289,-0.02398,0.00093,-0.02838
0.96519,0.01796,10.29858,-0.02451,0.00133,-0.02864
0.99513,0.01078,10.32014,-0.02411,0.00093,-0.02825
0.98196,0.02036,10.32134,-0.02358,0.00053,-0.02771
0.96998,0.02635,10.3393,-0.02318,0.00067,-0.02785
0.97837,0.02395,10.30337,-0.02358,0.0008,-0.02798
0.97837,0.03473,10.31295,-0.02358,0.0008,-0.02825
0.97956,0.01796,10.29978,-0.02425,0.0012,-0.02864
0.98675,0.01677,10.31176,-0.02372,0.00093,-0.02785
0.97956,0.01677,10.31535,-0.02398,0.0,-0.02811
0.98795,0.00599,10.30697,-0.02411,-0.00013,-0.02825
0.97956,0.03593,10.32253,-0.02358,0.00027,-0.02864
0.97837,0.02515,10.32373,-0.02385,0.00053,-0.02864
1.00351,0.04191,10.34888,-0.02345,0.00053,-0.02864
0.99154,0.02036,10.31176,-0.02332,0.0,-0.02811
0.99154,0.02874,10.26984,-0.02345,-0.00027,-0.02771
0.99393,0.03593,10.28661,-0.02345,0.00147,-0.02718
0.99753,0.02275,10.30218,-0.02398,0.0016,-0.02758
0.97238,0.02156,10.33571,-0.02358,0.00107,-0.02798
0.98795,0.01317,10.31176,-0.02385,0.00053,-0.02785
0.97837,0.01078,10.29379,-0.02372,0.00053,-0.02864
0.96519,0.02874,10.29739,-0.02438,0.00027,-0.02838
0.99393,0.02036,10.30457,-0.02385,0.00093,-0.02864
0.99034,0.02395,10.31176,-0.02398,0.00027,-0.02838
0.99992,0.02635,10.30577,-0.02398,0.00173,-0.02838
1.00591,0.02036,10.30098,-0.02372,0.002,-0.02864
0.99633,0.02994,10.29379,-0.02372,0.00147,-0.02758
0.99513,0.02874,10.33331,-0.02332,0.0008,-0.02771
0.97477,0.01317,10.2926,-0.02292,0.0012,-0.02798
0.99513,0.04072,10.32613,-0.02278,0.002,-0.02851
0.97358,0.03593,10.31415,-0.02345,0.0016,-0.02785
0.99513,0.04431,10.30816,-0.02358,0.0012,-0.02811
0.99154,0.01796,10.30697,-0.02278,0.0004,-0.02825
0.96998,0.02754,10.30936,-0.02278,0.00213,-0.02785
